Management of hospitalized type 2 diabetes mellitus patients.;/pubmed/28191539;Marín-Peñalver JJ, Martín-Timón I, Del Cañizo-Gómez FJ.;J Transl Int Med. 2016 Dec 1;;;;;;;;;;;;;;;
Prevention of diabetes in Bangladeshis in East London: experiences and views of young people.;/pubmed/28191527;Choudhury SR, Furbish A, Chowdhury TA.;J Transl Int Med. 2016 Jun 1;;;;;;;;;;;;;;;
Obesity diabetes and the role of bile acids in metabolism.;/pubmed/28191525;Tomkin GH, Owens D.;J Transl Int Med. 2016 Jun 1;;;;;;;;;;;;;;;
Effects of Fish Oil Supplementation on Gestational Diabetes Mellitus (GDM): A Systematic Review.;/pubmed/28191333;Ostadrahimi A, Mohammad-Alizadeh S, Mirgafourvand M, Yaghoubi S, Shahrisa E, Farshbaf-Khalili A.;Iran Red Crescent Med J. 2016 Jul 2;;;;;;;;;;;;;;;
Prevalence of Depressive Disorder in Persons With Type 2 Diabetes: A National Population-Based Cohort Study 2000-2010.;/pubmed/28190545;Tu HP, Hsieh HM, Liu TL, Jiang HJ, Wang PW, Huang CJ.;Psychosomatics. 2017 Mar - Apr;;;;;;;;;;;;;;;
Assessing quality of life in diabetes: II - Deconstructing measures into a simple framework.;/pubmed/28190527;Tang TS, Yusuf FLA, Polonsky WH, Fisher L.;Diabetes Res Clin Pract. 2017 Apr;;;;;;;;;;;;;;;
Behaviours; thoughts and perceptions around mealtime insulin usage and wastage among people with type 1 and type 2 diabetes mellitus: A cross-sectional survey study.;/pubmed/28189952;Van Brunt K, Pedersini R, Rooney J, Corrigan SM.;Diabetes Res Clin Pract. 2017 Apr;;;;;;;;;;;;;;
Impact of Anxiety Disorders on Mortality for Persons With Diabetes: A National Population-Based Cohort Study.;/pubmed/28189286;Huang CJ, Hsieh HM, Chiu HC, Wang PW, Lee MH, Li CY, Lin CH.;Psychosomatics. 2016 Dec 15. pii: S0033-3182(16)30143-8. doi: 10.1016/j.psym.2016.11.009. [Epub ahead of print];Psychosomatics.  2016;PubMed;citation;PMID:28189286;pubmed;28189286;create date:2017/02/13 | first author:Huang CJ;;;;;;;;
Myriocin treatment affects lipid metabolism in skeletal muscles of rats with streptozotocin-induced type 1 diabetes.;/pubmed/28189121;Kurek K, Garbowska M, Ziembicka DM, Łukaszuk B, Rogowski J, Chabowski A, Górski J, Żendzian-Piotrowska M.;Adv Med Sci. 2016 May 9;;;;;;;;;;;;;;;
Telmisartan attenuates diabetes induced depression in rats.;/pubmed/28189098;Aswar U, Chepurwar S, Shintre S, Aswar M.;Pharmacol Rep. 2017 Apr;;;;;;;;;;;;;;;
Use of the Diabetes Medication Choice Decision Aid in patients with type 2 diabetes in Greece: a cluster randomised trial.;/pubmed/28186933;Karagiannis T, Liakos A, Branda ME, Athanasiadou E, Mainou M, Boura P, Goulis DG, LeBlanc A, Montori VM, Tsapas A.;BMJ Open. 2016 Nov 14;;;;;;;;;;;;;;;
[Cross-cultural adaptation and psychometric tests of a self-efficacy scale and an adherence scale for French adolescents with Type 1 diabetes];/pubmed/28186479;Colson S, Coté J, Collombier M, Debout C, Bonnel G, Reynaud R, Lagouanelle-Simeoni MC.;Rech Soins Infirm. 2016 Dec;;;;;;;;;;;;;;;
Diabetes in young adult men: social and health-related correlates.;/pubmed/28185597;Koelmeyer RL, Dharmage SC, English DR.;BMC Public Health. 2016 Oct 31;;;;;;;;;;;;;;;
Mapping the methylation status of the miR-145 promoter in saphenous vein smooth muscle cells from individuals with type 2 diabetes.;/pubmed/28185533;Riches K, Huntriss J, Keeble C, Wood IC, O'Regan DJ, Turner NA, Porter KE.;Diab Vasc Dis Res. 2017 Mar;;;;;;;;;;;;;;;
The metabolites in peripheral blood mononuclear cells showed greater differences between patients with impaired fasting glucose or type 2 diabetes and healthy controls than those in plasma.;/pubmed/28185532;Kim M, Kim M, Han JY, Lee SH, Jee SH, Lee JH.;Diab Vasc Dis Res. 2017 Mar;;;;;;;;;;;;;;;
Endothelial dysfunction in normoglycaemic first-degree relatives of type 2 diabetes mellitus complicated with hyperuricaemia.;/pubmed/28185531;Zhang J, Xiang L, Zhang B, Cheng Y.;Diab Vasc Dis Res. 2017 Mar;;;;;;;;;;;;;;;
A case of central diabetes insipidus after ketamine infusion during an external to internal carotid artery bypass.;/pubmed/28183578;Gaffar S, Eskander JP, Beakley BD, McClure BP, Amenta P, Pierre N.;J Clin Anesth. 2017 Feb;;;;;;;;;;;;;;;
Effect of basal insulin dosage on blood glucose concentration in ambulatory surgery patients with type 2 diabetes.;/pubmed/28183563;Demma LJ, Carlson KT, Duggan EW, Morrow JG 3rd, Umpierrez G.;J Clin Anesth. 2017 Feb;;;;;;;;;;;;;;;
Regulation of the novel adipokines/ hepatokines fetuin A and fetuin B in gestational diabetes mellitus.;/pubmed/28183456;Kralisch S, Hoffmann A, Lössner U, Kratzsch J, Blüher M, Stumvoll M, Fasshauer M, Ebert T.;Metabolism. 2017 Mar;;;;;;;;;;;;;;;
Controversies in the management of hyperglycaemic emergencies in adults with diabetes.;/pubmed/28183452;Cardoso L, Vicente N, Rodrigues D, Gomes L, Carrilho F.;Metabolism. 2017 Mar;;;;;;;;;;;;;;;
Metabolic endotoxemia and diabetes mellitus: A systematic review.;/pubmed/28183445;Gomes JM, Costa JA, Alfenas RC.;Metabolism. 2017 Mar;;;;;;;;;;;;;;;
Depression is linked to hyperglycaemia via suboptimal diabetes self-management: A cross-sectional mediation analysis.;/pubmed/28183398;Schmitt A, Reimer A, Hermanns N, Kulzer B, Ehrmann D, Krichbaum M, Huber J, Haak T.;J Psychosom Res. 2017 Mar;;;;;;;;;;;;;;;
Potential lncRNA regulatory mechanisms in diabetes and its complications.;/pubmed/28177764;Feng S, Yang JH, Yao CH, Yang SS, Zhu ZM, Wu D, Ling H, Zhang L Md.;Biochem Cell Biol. 2016 Nov 21. doi: 10.1139/bcb-2016-0110. [Epub ahead of print];Biochem Cell Biol.  2016;PubMed;citation;PMID:28177764;pubmed;28177764;create date:2017/02/09 | first author:Feng S;;;;;;;;
The value of exfoliative cytology in the diagnostic of oral mucosa changes in diabetes mellitus.;/pubmed/28174798;Mirescu ŞC, Păiş R, Stănoiu BP, Di Natale L, Şovrea AS.;Rom J Morphol Embryol. 2016;;;;;;;;;;;;;;;
Hepatoprotective effect of Syringae vulgaris flos ethanolic extracts in streptozotocin-induced diabetes in rats.;/pubmed/28174794;Berbecaru-Iovan A, Stănciulescu EC, Andrei AM, Berbecaru-Iovan S, Gîrd CE, Dumitrescu CI, BaniŢă IM, Pisoschi CG.;Rom J Morphol Embryol. 2016;;;;;;;;;;;;;;;
Criterion validity and reliability of a smartphone delivered sub-maximal fitness test for people with type 2 diabetes.;/pubmed/28174664;Brinkløv CF, Thorsen IK, Karstoft K, Brøns C, Valentiner L, Langberg H, Vaag AA, Nielsen JS, Pedersen BK, Ried-Larsen M.;BMC Sports Sci Med Rehabil. 2016 Oct 7;;;;;;;;;;;;;;;
Patients' experiences of support for learning to live with diabetes to promote health and well-being: A lifeworld phenomenological study.;/pubmed/28169765;Johansson K, Österberg SA, Leksell J, Berglund M.;Int J Qual Stud Health Well-being. 2016 Jan;;;;;;;;;;;;;;;
Ways of promoting health to patients with diabetes and chronic kidney disease from a nursing perspective in Vietnam: A phenomenographic study.;/pubmed/28169750;Pham L, Ziegert K.;Int J Qual Stud Health Well-being. 2016 Jan;;;;;;;;;;;;;;;
Association of grade of non-alcoholic fatty liver disease and glycated albumin to glycated hemoglobin ratio in patients with type 2 diabetes mellitus.;/pubmed/28167326;Jung CH, Lee B, Choi DH, Jung SH, Kim BY, Kim CH, Kang SK, Mok JO.;Diabetes Res Clin Pract. 2017 Mar;;;;;;;;;;;;;;;
Lower prevalence of proliferative diabetic retinopathy in elderly onset patients with diabetes.;/pubmed/28167325;Zhang S, Wang J, Song C, Zhu L, Yu Y.;Diabetes Res Clin Pract. 2017 Mar;;;;;;;;;;;;;;;
Prevalence of Sensory Neuropathy in Type 2 Diabetes Mellitus and Its Correlation with Duration of Disease.;/pubmed/28166066;Karki DB, Yadava SK, Pant S, Thusa N, Dangol E, Ghimire S.;Kathmandu Univ Med J (KUMJ). 2016 Apr-Jun;;;;;;;;;;;;;;;
Endothelial Progenitor Cells (EPC) Count by Multicolor Flow Cytometry in Healthy Individuals and Diabetes Mellitus (DM) Patients.;/pubmed/28164674;Falay M, Aktas S.;Clin Lab. 2016 Nov 1;;;;;;;;;;;;;;;
Albuminuria is Suggested as a Potential Health Screening Biomarker for Senior Citizens and General Population with Hypertension or Diabetes in China.;/pubmed/28164667;Gu D, Xu P, Yuan Y, Fu H.;Clin Lab. 2016 Nov 1;;;;;;;;;;;;;;;
Association of miR-146a rs2910164 and miR-149 rs2292832 Variants with Susceptibility to Type 2 Diabetes.;/pubmed/28164605;Alipoor B, Meshkani R, Ghaedi H, Sharifi Z, Panahi G, Golmohammadi T.;Clin Lab. 2016 Aug 1;;;;;;;;;;;;;;;
Clinical features of childhood diabetes mellitus focusing on latent autoimmune diabetes.;/pubmed/28164074;Lee SH, Yu J.;Ann Pediatr Endocrinol Metab. 2016 Dec;;;;;;;;;;;;;;;
Perceived needs in women with gestational diabetes: A qualitative study.;/pubmed/28163857;Khooshehchin TE, Keshavarz Z, Afrakhteh M, Shakibazadeh E, Faghihzadeh S.;Electron Physician. 2016 Dec 25;;;;;;;;;;;;;;;
Relationship between Food Security with Sugar Level and Blood Pressure in Diabetes Type 2 in Tehran.;/pubmed/28163854;Moghadam SA, Javadi M, Mohammadpooral A.;Electron Physician. 2016 Dec 25;;;;;;;;;;;;;;;
Allele frequency and genotype distribution of a common variant in the 3´-untranslated region of the SLC22A3 gene in patients with type 2 diabetes: Association with response to metformin.;/pubmed/28163738;Ghaffari-Cherati M, Mahrooz A, Hashemi-Soteh MB, Hosseyni-Talei SR, Alizadeh A, Nakhaei SM.;J Res Med Sci. 2016 Oct 18;;;;;;;;;;;;;;;
Using Multistate Observational Studies to Determine Role of Hypertension and Diabetes as Risk Factors for Dementia.;/pubmed/28163495;Singh M, Raj D, Raina SK, Gandhi MK, Chander V.;J Neurosci Rural Pract. 2016 Dec;;;;;;;;;;;;;;;
(140) Prevalence of chronic pain and comorbid medical conditions associated with diabetes in Kuwait: a random sample telephone survey.;/pubmed/28162347;Zghoul N, Ross E, Ahmad A, Edwards R, Jamison R.;J Pain. 2016 Apr;;;;;;;;;;;;;;;
Effects of statin therapy on weight loss and diabetes in bariatric patients.;/pubmed/28159561;Taylor BA, Ng J, Stone A, Thompson PD, Papasavas PK, Tishler DS.;Surg Obes Relat Dis. 2016 Nov 23. pii: S1550-7289(16)30837-1. doi: 10.1016/j.soard.2016.11.018. [Epub ahead of print];Surg Obes Relat Dis.  2016;PubMed;citation;PMID:28159561;pubmed;28159561;create date:2017/02/06 | first author:Taylor BA;;;;;;;;
Trace elements in early phase type 2 diabetes mellitus-A population-based study. The HUNT study in Norway.;/pubmed/28159221;Hansen AF, Simić A, Åsvold BO, Romundstad PR, Midthjell K, Syversen T, Flaten TP.;J Trace Elem Med Biol. 2017 Mar;;;;;;;;;;;;;;;
Income-related inequalities in visual impairment and eye screening services in patients with type 2 diabetes.;/pubmed/28158837;Hwang J, Rudnisky C, Bowen S, Johnson JA.;J Public Health (Oxf). 2016 Dec 2;;;;;;;;;;;;;;;
Estimating the risk of type-2 diabetes using obese-years in a contemporary population of the Framingham Study.;/pubmed/28157018;Abdullah A, Amin FA, Hanum F, Stoelwinder J, Tanamas S, Wolf R, Wong E, Peeters A.;Glob Health Action. 2016 Jan;;;;;;;;;;;;;;;
Challenges in diabetes mellitus type 2 management in Nepal: a literature review.;/pubmed/28156962;Gyawali B, Ferrario A, van Teijlingen E, Kallestrup P.;Glob Health Action. 2016 Jan;;;;;;;;;;;;;;;
Urban and rural prevalence of diabetes and pre-diabetes and risk factors associated with diabetes in Tanzania and Uganda.;/pubmed/28156895;Chiwanga FS, Njelekela MA, Diamond MB, Bajunirwe F, Guwatudde D, Nankya-Mutyoba J, Kalyesubula R, Adebamowo C, Ajayi I, Reid TG, Volmink J, Laurence C, Adami HO, Holmes MD, Dalal S.;Glob Health Action. 2016 Jan;;;;;;;;;;;;;;;
Diagnosis a posteriori? Assessing gestational diabetes screening and management in Morocco.;/pubmed/28156864;Utz B, Assarag B, Essolbi A, Barkat A, Benkaddour YA, De Brouwere V.;Glob Health Action. 2016 Jan;;;;;;;;;;;;;;;
Gestational diabetes mellitus in Greenland: a national study of prevalence and testing efficacy.;/pubmed/28156409;Pedersen ML, Olesen J, Jørgensen ME, Damm P.;Int J Circumpolar Health. 2016 Jan;;;;;;;;;;;;;;;
Title;URL;Description;Details;ShortDetails;Resource;Type;Identifiers;Db;EntrezUID;Properties;;;;;;;;
Ethnic difference in the prevalence of pre-diabetes and diabetes mellitus in regions with Sami and non-Sami populations in Norway - the SAMINOR1 study.;/pubmed/28156381;Naseribafrouei A, Eliassen BM, Melhus M, Broderstad AR.;Int J Circumpolar Health. 2016 Jan;;;;;;;;;;;;;;;
Are mast cells important in diabetes?;/pubmed/28155967;Kempuraj D, Caraffa A, Ronconi G, Lessiani G, Conti P.;Pol J Pathol. 2016;;;;;;;;;;;;;;;
Does the distance between the patient's home and the laboratory influence laboratory monitoring of diabetes?;/pubmed/28155739;Laville V, Trombert B, Fernandez M, Charles R.;Sante Publique. 2016 Nov 25;;;;;;;;;;;;;;;
Awareness of diabetic foot disease amongst patients with type 2 diabetes mellitus attending the chronic outpatients department at a regional hospital in Durban; South Africa.;/pubmed/28155315;Goie TT, Naidoo M.;Afr J Prim Health Care Fam Med. 2016 Nov 17;;;;;;;;;;;;;;
Efficient Strategy to Identify Gene-Gene Interactions and Its Application to Type 2 Diabetes.;/pubmed/28154506;Li D, Won S.;Genomics Inform. 2016 Dec;;;;;;;;;;;;;;;
Risk Prediction Using Genome-Wide Association Studies on Type 2 Diabetes.;/pubmed/28154504;Choi S, Bae S, Park T.;Genomics Inform. 2016 Dec;;;;;;;;;;;;;;;
Assessing quality of life in diabetes: I. A practical guide to selecting the best instruments and using them wisely.;/pubmed/28153545;Fisher L, Tang T, Polonsky W.;Diabetes Res Clin Pract. 2017 Apr;;;;;;;;;;;;;;;
[Type 2 diabetes treatment and cardiovascular risk: what can we learn from trials?];/pubmed/28151518;Consoli A, Febo F.;G Ital Cardiol (Rome). 2016 Dec;;;;;;;;;;;;;;;
Role of the Kidney in Type 2 Diabetes and Mechanism of Action of Sodium Glucose Cotransporter-2 Inhibitors.;/pubmed/28149983;Mintz ML.;J Fam Pract. 2016 Dec;;;;;;;;;;;;;;;
Current level of evidence on causal association between hepatitis C virus and type 2 diabetes: A review.;/pubmed/28149650;Gastaldi G, Goossens N, Clément S, Negro F.;J Adv Res. 2017 Mar;;;;;;;;;;;;;;;
Stress as a risk factor for noncompliance with treatment regimens in patients with diabetes and hypertension.;/pubmed/28149311;Roohafza H, Kabir A, Sadeghi M, Shokouh P, Ahmadzad-Asl M, Khadem-Maboudi AA, Sarrafzadegan N.;ARYA Atheroscler. 2016 Jul;;;;;;;;;;;;;;;
Association of Single Nucleotide Polymorphisms of Adiponectin Gene with Type 2 Diabetes Mellitus; and Their Influence on Cardiovascular Risk Markers.;/pubmed/28149013;Momin AA, Bankar MP, Bhoite GM.;Indian J Clin Biochem. 2017 Mar;;;;;;;;;;;;;;
Filarial Abundant Larval Transcript Protein ALT-2: An Immunomodulatory Therapeutic Agent for Type 1 Diabetes.;/pubmed/28149012;Reddy SM, Reddy PM, Amdare N, Khatri V, Tarnekar A, Goswami K, Reddy MVR.;Indian J Clin Biochem. 2017 Mar;;;;;;;;;;;;;;;
The Isokinetic and Electromyographic Assessment of Knee Muscles Strength in the Short- and Long-Term Type 2 Diabetes.;/pubmed/28144413;Askary-Ashtiani A, Ghanjal A, Motaqi M, Meftahi GH, Hatef B, Niknam H.;Asian J Sports Med. 2016 Oct 8;;;;;;;;;;;;;;;
Regional differences in the frequency of diabetes occurrence and its treatment costs during the years 2008-2013; based on the NFZ (National Health Fund) database.;/pubmed/28144279;Śliwczyński AM, Brzozowska M, Teter Z, Marczak M, Szymański P.;Arch Med Sci. 2017 Feb 1;;;;;;;;;;;;;;
Hyperglycemia and diabetes have different impacts on outcome of ischemic and hemorrhagic stroke.;/pubmed/28144261;Snarska KK, Bachórzewska-Gajewska H, Kapica-Topczewska K, Drozdowski W, Chorąży M, Kułakowska A, Małyszko J.;Arch Med Sci. 2017 Feb 1;;;;;;;;;;;;;;;
Scoring System Development and Added Value of Albuminuria to Estimate Carotid Intima-media Thickness (CIMT) in Type 2 Diabetes Mellitus Patients.;/pubmed/28143987;Wijaya I, Yunir E, Dharmeizar D, Wijaya IP, Setiati S.;Acta Med Indones. 2016 Oct;;;;;;;;;;;;;;;
Altered Transport and Metabolism of Phenolic Compounds in Obesity and Diabetes: Implications for Functional Food Development and Assessment.;/pubmed/28140326;Redan BW, Buhman KK, Novotny JA, Ferruzzi MG.;Adv Nutr. 2016 Nov 15;;;;;;;;;;;;;;;
Association of type 2 diabetes mellitus genes in polycystic ovary syndrome aetiology among women from southern India.;/pubmed/28139539;Reddy BM, Kommoju UJ, Dasgupta S, Rayabarapu P.;Indian J Med Res. 2016 Sep;;;;;;;;;;;;;;;
Comment on Butwicka et al. Psychiatric Disorders and Health-Related Quality of Life in Children With Type 1 Diabetes Mellitus.;/pubmed/28139248;Nguyen L, Nefs G, Pouwer F.;Psychosomatics. 2017 Mar - Apr;;;;;;;;;;;;;;;
[Oral antidiabetic drugs in treatment of type 1 diabetes mellitus].;/pubmed/28139129;Brunerová L, Brož J.;Vnitr Lek. 2016 Winter;;;;;;;;;;;;;;;
Professor Seung Ho Choi: experience in gastric cancer and type 2 diabetes.;/pubmed/28138588;Huang JC.;Transl Gastroenterol Hepatol. 2016 Mar 18;;;;;;;;;;;;;;;
Complementary therapy of traditional Chinese medicine for blood sugar control in a patient with type 1 diabetes.;/pubmed/28137518;Cheng MH, Hsieh CL, Wang CY, Tsai CC, Kuo CC.;Complement Ther Med. 2017 Feb;;;;;;;;;;;;;;;
[Oxidative damage of the vascular endothelium in type 2 diabetes - the role of mitochondria and NAD(P)H oxidase].;/pubmed/28132463;Dymkowska D.;Postepy Biochem. 2016;;;;;;;;;;;;;;;
[Epidemiology of diabetes type 1 in children aged 0-14 in Podlasie Province in years 2005-2012].;/pubmed/28132068;Peczyńska J, Peczyńska J, Jamiołkowska M, Polkowska A, Zasim A, Łuczyński W, Głowińska-Olszewska B, Bossowski A.;Pediatr Endocrinol Diabetes Metab. 2016;;;;;;;;;;;;;;;
Diabetes and Bone Disease.;/pubmed/28131137;Schacter GI, Leslie WD.;Endocrinol Metab Clin North Am. 2017 Mar;;;;;;;;;;;;;;;
[Diabetes and dyslipidemia: Why are they so closely related?];/pubmed/28128578;Rašlová K.;Vnitr Lek. 2016 Fall;;;;;;;;;;;;;;;
Dietary Habits of Type 2 Diabetes Patients: Variety and Frequency of Food Intake.;/pubmed/28127469;Senadheera SP, Ekanayake S, Wanigatunge C.;J Nutr Metab. 2016;;;;;;;;;;;;;;;
High Interleukin-12 Levels May Prevent an Increase in the Amount of Fungi in the Gastrointestinal Tract during the First Years of Diabetes Mellitus Type 1.;/pubmed/28127111;Kowalewska B, Zorena K, Szmigiero-Kawko M, Wąż P, Myśliwiec M.;Dis Markers. 2016;;;;;;;;;;;;;;;
[Prevalence of microalbuminuria in patients with diabetes mellitus in the Czech Republic: Project IDN-Micro].;/pubmed/28124927;Pátek O, Horáčková M, Kvapil M.;Vnitr Lek. 2016 Winter;;;;;;;;;;;;;;;
Effects of propofol on myocardial ischemia-reperfusion injury in rats with type-2 diabetes mellitus.;/pubmed/28123710;Wang Y, Qi X, Wang C, Zhao D, Wang H, Zhang J.;Biomed Rep. 2017 Jan;;;;;;;;;;;;;;;
Three single nucleotide polymorphisms associated with type 2 diabetes mellitus in a Chinese population.;/pubmed/28123479;Chen M, Zhang X, Fang Q, Wang T, Li T, Qiao H.;Exp Ther Med. 2017 Jan;;;;;;;;;;;;;;;
The expression of insulin-like growth factor-1 in senior patients with diabetes and dementia.;/pubmed/28123476;Zhou YL, Liu SQ, Yuan B, Lu N.;Exp Ther Med. 2017 Jan;;;;;;;;;;;;;;;
HLA class II alleles and risk for peripheral neuropathy in type 2 diabetes patients.;/pubmed/28123430;Marzban A, Kiani J, Hajilooi M, Rezaei H, Kahramfar Z, Solgi G.;Neural Regen Res. 2016 Nov;;;;;;;;;;;;;;;
A comparison of the health benefits of reduced-exertion high-intensity interval training (REHIT) and moderate-intensity walking in type 2 diabetes patients.;/pubmed/28121184;Ruffino JS, Songsorn P, Haggett M, Edmonds D, Robinson AM, Thompson D, Vollaard NB.;Appl Physiol Nutr Metab. 2017 Feb;;;;;;;;;;;;;;;
A Pilot Study to Assess the Feasibility of the Spanish Diabetes Self-Management Program in the Basque Country.;/pubmed/28119932;Gamboa Moreno E, Ochoa de Retana Garcia L, Del Campo Pena ME, Sánchez Perez Á, Martinez Carazo C, Arbonies Ortiz JC, Rua Portu MA, Piñera Elorriaga K, Zenarutzabeitia Pikatza A, Urquiza Bengoa MN, Méndez Sanpedro T, Oses Portu A, Gorostidi Fano L, Aguirre Sorondo MB, Vrotsou K, Rotaeche Del Campo R.;J Diabetes Res. 2016;;;;;;;;;;;;;;;
